customer_tweet_id,customer_text,customer_id,brand_response,brand_tweet_id,true_intent,requires_escalation,escalation_reason
713775,@AskAmex Was able to call the number on the back of card and provide additional detail to agent. Very helpful. Thanks much!,290728,@290728 Happy to hear it! Pls don't hesitate to call or tweet us if we can help. Have a great night. ^Naomi,713778,urgent_assistance,True,Customer is expressing high frustration and requires a human agent to de-escalate.
1673319,@AskAmex Sure thing! Okay,509194,@509194 Great. Please go to https://t.co/crJMnNwi0H log in and select code 11067 and we will continue our conversation there. ^RK,1673318,account_question,False,
39524,@116988 your website and Rewards portals are incredibly buggy and frustrating to use. Is there a recommended browser for this?,124640,@124640 Hi there and sorry for the issues. Have you tried using chrome and clearing your cache? ^Rachel,39523,technical_issue,False,
1513257,@AskAmex All was done.,471137,@471137 We will capture your feedback. Apologies for any inconvenience. Wishing you all of the best. ^Clarissa,1513259,account_question,False,
2445730,@AskAmex Amex corporate platinum,701180,"@701180 Please call 800-492-3932, 24/7 for assistance. Have a great day. ^Clarissa",2445731,general_inquiry,False,
1685523,@AskAmex i have the American Express reserve..,512111,@512111 The Delta Reserve? ^K,1685525,service_inquiry,False,
2016587,@AskAmex Hello aI am a hotelier and I would like to join Amex Travel Agency . How is this possible ? Can you send me a link with jnstruction,596355,"@596355 Hi there, thx for your interest in partnering with us. Happy to help! Pls visit:  https://t.co/GO0E24o3gw 
Have a great day. ^N",2016586,service_inquiry,False,
1412475,"@AskAmex Hi, my paperwork says Blue Cash Everyday Card",448234,@448234 Thank you! You are able to revolve a balance on the Blue Cash Everyday card.,1412477,account_question,False,
1109875,@AskAmex Probably... but I left and went to AA lounge instead. I wasn’t in the mood to complain.,381914,"@381914 I'll make a note of your concern.Again,I apologize.Hopefully,your next visit will be https://t.co/nuMM55AfXy travels. ^B",1109878,service_inquiry,False,
1178370,@AskAmex Its gold card......,397141,@397141 concerns to a supervisor. Thanks for choosing American Express.^In,1178372,service_inquiry,False,
1566303,@AskAmex @134966 Thx hope promptly they can feel the crisis.,483481,@483481 Or you can email: __email__ Thank you.,1566305,billing_inquiry,False,
1472046,"@AskAmex Hello, platinum Delta skymiles.",461694,"@461694 Hi, did you make a purchase for $100 and more at https://t.co/hJWNG26GWp?",1472045,rewards_inquiry,False,
942999,"@AskAmex The website is still broken for privacy badger, and ublock users.",292250,@292250 What page are you trying to access? ^K,942997,technical_issue,False,
738267,@AskAmex I gifted prime and amex didn't recognized the prime purchase.,296580,@296580 I would be happy to investigate. Do you have time to chat securely through our website so I can see your account? ^RK,738269,service_inquiry,False,
2733721,"@AskAmex bluebird account but haven't received my card yet, I would like to enable my direct deposit but it says I need to activate my card first",766244,@766244 877 486 5990 24/7 for assistance. ^K,2733722,billing_inquiry,False,
2644505,"@AskAmex Hi, is FaceID support coming to the iOS mobile app soon? I would really like to take advantage of that security feature. Thanks!",746159,@746159 to improve our products and services. Please feel free to check back with us in the future to see if anything changed. ^K,2644504,technical_issue,False,
1077540,"@AskAmex my card won’t activate..what do I do? I’ve visited the site and called multiple times, following each step and it won’t work. Help?",374204,@374204 Hi there. Which U.S Card Product do you have (pls do not release and Card numbers or personal information)?^K,1077538,urgent_assistance,True,The negative tone indicates an at-risk customer who needs immediate human support.
2244897,@AskAmex serve has been holding over $300 for over a week. I called the vendor and they released the transaction several days ago. Can I get that 💰 back now or?,654336,"@654336 Hi. Pls call Serve for assistance @ 800-954-0559, 24/7. All the best. ^Clarissa",2244896,general_inquiry,False,
1931981,@AskAmex Blue cash,574917,@574917 Do you have access to the account online? ^Clarissa,1931983,account_question,False,
1447897,"@AskAmex You didn't mention that yesterday. You told me to call y'all, so i tried &amp; couldnt get past the automated system.",387915,@387915 If you have a TTY capable phone you should be directed to a person for assistance.  ^Naomi,1447899,service_inquiry,False,
1524597,@AskAmex how do I sign for Amex offers on twitter,119538,"@119538 Please let me know if I can assist you any further,otherwise have a great day. ^Beth",1524596,rewards_inquiry,False,
283894,@AskAmex Reference number: 20172726300122INR please provide the status of my application,183617,@183617 Hi. Pls call 800-952-7560 Monday-Friday 8a-12a &amp; Saturday 10a-6:30p ET to check the status. Have a nice day. ^Clarissa,283891,technical_issue,False,
2326189,@AskAmex im trying to activate a card not working and phones r not working,673753,@673753 Hi I never heard back from you. Let me know if I can assist. All the best. ^Clarissa,2326188,account_question,False,
2136754,@AskAmex I have a Platinum Card. It allows for no-fee Gold cards authorized users.  Can I add myself?,153166,"@153166 You shouldn't have a problem doing that. Please call 800-525-3355, 24/7 for assistance. All the best. ^Clarissa",2136753,billing_inquiry,False,
113442,@AskAmex Can you please advise if I have enrolled in #AmexBestBuy offer ?,141194,"@141194 Good morning, thanks for reaching out. Currently. you are not enrolled in the offer. Enjoy your day.^In",113441,rewards_inquiry,False,
1746737,@AskAmex Yes call me when you can,510604,@510604 Which U.S Card Product do you have (pls do not release and Card numbers or personal information)?^K,1746738,service_inquiry,False,
2107468,"@AskAmex No, I did not.",621882,@621882 Pls call Customer Service at 800-528-4800 24/7 and escalate to a supervisor. Thx for tweeting. ^K,2107466,general_inquiry,False,
1142641,@116988 - Does Centurion lounge at #Hongkong have kids area? #ttot #travel #tdad #tmom,226139,@226139 Hi. To view amenities pls visit https://t.co/cFal5tXJ25 - Have a nice day. ^Clarissa,1142640,account_question,False,
222126,@116988 if you have the amex gold card can you sign up for the platinum card and receive the 70k bonus miles for signing up?,169044,@169044 Hi Christian. Thx for reaching out to us. Did you receive a solicitation for an offer that specific offer? ^K,222125,rewards_inquiry,False,
1144655,"@AskAmex Trying to get in, but start live chat button is greed out",370711,@370711 Are you able to try again? Or try a different browser? ^Clarissa,1144656,general_inquiry,False,
1075981,@AskAmex Ok... so you can't just give me a yes or no?,356907,@356907 Please contact the number provided.^In,1075980,service_inquiry,False,
2451090,@AskAmex I’d like to book Kenny Chesney tour tickets for 2. In a city southwest flys to. Make sure Thomas Rhett &amp; Old Dominion play as well,702412,@702412 Hi Katy. Pls contact Ticketmaster at: 800-745-3000. Thank you. ^B,2451089,general_inquiry,False,
148925,@AskAmex I'd like to send a complaint regarding a travel booking I've made through American Express Travel. Can you let me know what email-address I can send my complaint to?,149930,@149930 They're available 24/7. Sorry for the inconvenience.^In,148924,card_delivery_status,False,
47567,"@AskAmex I eventually asked to speak with his supervisor based on the conflicting info I was given (and poor cmr service) and I was told there was no one else I could speak with, and that I could write a letter. All I want is a call back from the 1st supervisor, to answer my question. /x",126626,"@126626 We have no recourse from our end. You may contact our customer service team@8005284800,",47566,general_inquiry,False,
862080,"@AskAmex For biz platinum card, can 2 cards be issued to 2 biz owners, or would 1 have to be an employee card?",324708,@324708 Hi. Did you want to add an additional card holder? Pls do not share any personal information. ^Clarissa,862078,account_question,False,
2437427,@AskAmex hi please can you reset my iPhone Amex thank u,699210,@699210 Hi Nigel. Are you having difficulty w/the app? Pls do not release any personally identifiable information. ^Beth,2437426,service_inquiry,False,
2326160,"@AskAmex Your website is atrocious. Please improve. My Chase and Bank of America sites are much better. Discover may be on par with you. AmEx site used to be one of the best, why the changes?",673747,@673747 Hi I never heard back from you. Let me know if I can assist. All the best. ^Clarissa,2326159,technical_issue,False,
2143919,@AskAmex i cant find universal studio ofcer,630337,"@630337 Hi, thx for reaching out . Are you referring to the Universal Studios Hollywood offer Spend $ 200.00 and get a 4000 MR Points?^K",2143918,account_question,False,
517375,"@AskAmex So AmEx verified I cxld CreditSecure but it didn't transfer over to the new platform, so I was slammed with aonther month service.  It takes AmEx 1 to 2 billing cycles to issue a refund?  I can get a refund to my AmEx from the mom and pop down the street in 3-4 days.",239298,@239298 Hi John. Do you have time to chat securely through our website so I can look at your account? ^B,517374,technical_issue,False,
458271,Adding @AskAmex https://t.co/ZulZ0WWPVM,223816,"@223816 Hi there, please contact our gift card team@877-297-4438. They will register your card for online usage.",458270,account_question,False,
2546336,@AskAmex Yes . That's exactly what happen,723726,@723726 Please contact Paypal directly to see how the Card was added to your account and delete it from your account. Thank you. ^B,2546338,technical_issue,False,
259728,@AskAmex I clicked Chat on the Amex website from a page offering to my card (Blue Cash Everyday to Preferred). Chat rep can't answer Qs...,177779,@177779 Hi thx for reaching out to us. What is the question(pls don't release any personal information or Card numbers)?^K,259726,technical_issue,False,
325074,@AskAmex I have sent so many emails to them but they did not finish my problem. I want the customer care email US not SA please.,193438,@193438 We have discontinued our email feature in the U.S. Have you tried escalating your concern through the Customer Service number,325073,card_delivery_status,False,
1629696,"@AskAmex card blocked, how can I know which payments in particular should be made and how much time due to that pay the card is free to use?",498828,@498828 Hi Julio. Which Card product do you have? Pls do not release any personally identifiable information. ^B,1629694,billing_inquiry,False,
847450,@AskAmex Just received yet another text that is identical to the previous 25+. Can anyone there figure out what the problem is?,321419,@321419 I would be happy to investigate. Do you have time to chat securely through our website so I can see your account? ^RK,847449,general_inquiry,False,
330436,@AskAmex I didn’t see the chat window on the app,194663,@194663 Great. Please go to https://t.co/crJMnNwi0H log in and select code 10307  and we will continue our conversation there. ^RK,330438,technical_issue,False,
1158802,@AskAmex why was my account cancelled? I paid within10 days of when I was told I had10 days.,392587,@392587  They're available 24/7. Sorry for the inconvenience.^In,1158801,cancellation_request,True,Explicit distress signal requiring manual intervention to prevent churn.
1229099,@AskAmex I asked to be transferred to a manager and he said having problems with phones and could I call back in an hour or two,408322,@408322 Which U.S. based card do you have? Pls do not share any personal info.,1229098,general_inquiry,False,
332250,@AskAmex Thank you,195114,@195114 You're very welcome. ^B,332252,account_question,False,
1793750,@AskAmex i just bought my first flight ticket by Travel and I would like to use my points but Idk how this works. Will you give me a credit,539050,@539050 Have a nice day. ^K,1793749,rewards_inquiry,False,
2754486,"@AskAmex I was able to purchase it. I am also able to call and check the balance through the automated system, which shoes the correct amount. I'm confident it would work if I went through a standard POS. I need to register it in with my info to use it online.",770997,@770997  8am-midnight ET for immediate assistance. Enjoy your day. ^K,2754485,billing_inquiry,False,
2146810,@AskAmex how do/can I register a gift card so I can use it to make online purchases? ( link to an address),631074,"@631074 Hi there, Which U.S. based card do you have? Pls do not share any personal info. ^FD",2146808,service_inquiry,False,
2944848,@AskAmex So new customers have to verify when they’re shopping at Walmart?,813491,"@813491 It may have been due to the amount of the charge, not necessarily the merchant. It may have been considered potential fraud",2944849,general_inquiry,False,
2561069,@AskAmex Is there an Email address? To whom can I send an e-mail regarding Travel Specialists??,726892,@726892 back of your card for assistance. Enjoy your day.^In,2561068,card_delivery_status,False,
2595341,"@AskAmex The Live Chat function of that website is not working. I tried it within the Twitter app, in Google Chrome, and in Internet Explorer. Help?",734885,@734885 All the best. ^Clarissa,2595342,customer_complaint,True,Mention of sensitive security or cancellation requires a specialized retention or fraud agent.
222083,@AskAmex Why is your online chat function not working? And why is there no email contact?,169038,@169038 Do you have a U.S Card Product  (Pls don't release any Card numbers or personal information)?^K,222084,card_delivery_status,False,
1202346,"@AskAmex Yes, case number GC2ITJ4. I got Amex’s referral confirmation email and my friend did got approved from the referral I sent the same day.",402493,"@402493 Please allow me some time to research this, I will Direct Message you the findings. Please be sure you are following us. ^RK",1202348,technical_issue,False,
1500563,"@AskAmex the Amex account manager for my business is no longer handling my account, who is new rep??",468384,"@468384 Hi Dana. For immediate assistance, pls contact us at the Customer Service number on the back of your Card. Thank you. ^B",1500561,service_inquiry,False,
54291,"@askamex still missing delta skymiles bonus after many months, calls and chats. Pls respond with resolution.",128286,@128286 There is no ETA at this time. Sorry for the inconvenience. ^In,54290,rewards_inquiry,False,
2326133,"@AskAmex Hello Naomi, that is just it.  I asked to speak with a supervisor and the representative refused to transfer leaving me in limbo for 30 mints!  Honestly, I never expected this as an American Express customer of over 10 years.",673743,@673743 What is the general nature of your concern? ^Clarissa,2326131,general_inquiry,False,
454379,@AskAmex can I overpay on my card in order to put a credit on my account so I can make a large purchase on my card that is over my credit limit?,222829,@222829  power online? K,454377,billing_inquiry,False,
2433856,@116988 Extremely unhappy! I was promised something and now AMEX is not honoring what was promised. #BoycottAMEX,698430,"@698430 Hi there, I am sorry to hear that. have you escalate the issue to a supervisor?",2433853,technical_issue,False,
463894,@AskAmex Not that I can remember. I do remember asking the question on Chat so that I didn't end up in this EXACT situation. And here we are.,225292,@225292 Have you called and escalated your concerns to a Supervisor? ^Clarissa,463896,account_question,False,
1513263,"@116988 you reneged on promise to grant temporary extension for accounts in Harvey coverage area,  &amp; harassed me unnecessarily.",471137,@471137 Hi sorry to hear. Do you need assistance w/ your account? Pls do not share any personal information. ^Clarissa,1513262,account_question,False,
